brand,categories,cashback,tier_rates,upsized,url
Merrell,Activewear; Accessories; Footwear; Fashion,Up to 7% Cashback,Full Price Item: 7%; Sale Items up to 70% off (higher discounts ineligible): 1%,,https://www.topcashback.com.au/merrell/
Meshki,Lingerie; Fashion,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%; Vouchers: 2%,,https://www.topcashback.com.au/meshki/
Meshy,Apps and Services; Mobile Phones,20% Cashback,,,https://www.topcashback.com.au/meshy/
Meta,Electricals; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/meta/
Michele Franzese Moda,Luxury; Fashion,6% Cashback,,,https://www.topcashback.com.au/michele-franzese-moda/
Midas Shoes,Footwear; Fashion,6% Cashback,,,https://www.topcashback.com.au/midas-shoes/
Millers,Accessories; Furniture; Fashion; Home and Garden,Up to 5% Cashback,Millers Products: 5%; All Other Products: 2%,,https://www.topcashback.com.au/millers/
Mimco,Lingerie; Fashion,5% Cashback,,,https://www.topcashback.com.au/mimco/
MiniJumbuk,Interior Decor; Home and Garden,7% Cashback,,,https://www.topcashback.com.au/minijumbuk/
MISHA,Fashion,5% Cashback,,,https://www.topcashback.com.au/mishaworld/
Mitch Dowd,Fashion,Up to 10% Cashback,New Customers: 10%; Existing Customers: 5%,,https://www.topcashback.com.au/mitch-dowd/
Mix & Match,Flights,Up to 4% Cashback,Hotel Bookings: 4%; Domestic Flight Bookings: 1%; International Flight Bookings: 2%,,https://www.topcashback.com.au/mix-and-match/
Mizuno,Activewear; Footwear; Fashion,6% Cashback,,,https://www.topcashback.com.au/mizuno/
Mizuno (NZ),Activewear; Footwear,6% Cashback,,,https://www.topcashback.com.au/mizuno-nz/
Mobile Tyre Shop,Cars and Bikes,5% Cashback,,,https://www.topcashback.com.au/mobile-tyre-shop/
Mobileciti,Contracts and PAYG; Mobile Phones,Up to 3% Cashback,Cart Value $1000 or less (excluding Apple): 3%; Cart Value $1001 to $2000 (excluding Apple): 2%; Cart Value $2001 or more: 1%; Apple Products: 1%; Listed Coupon Use: 1%,,https://www.topcashback.com.au/mobileciti/
Mocka Furniture,Furniture; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/mocka-furniture/
MODES Global,Luxury,6% Cashback,,,https://www.topcashback.com.au/modes-global/
Modibodi,Kidswear; Lingerie; Fashion; Menswear,4.5% Cashback,,,https://www.topcashback.com.au/modibodi/
Momentous Living,Furniture; Interior Decor,6% Cashback,,,https://www.topcashback.com.au/momentous-living/
Moonpig,Gifts,Up to 10% Cashback,New Customers - Cards & Mugs Purchases: 10%; Existing Customers - Cards & Mugs Purchases: 7.5%; All Other Purchases: 7.5%,,https://www.topcashback.com.au/moonpig/
More Telecom,Contracts and PAYG; Mobile Phones,15% Cashback,,,https://www.topcashback.com.au/more-telecom/
Morlife,Food and Drinks; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/morlife/
Mosmann Australia,Activewear; Kidswear; Fashion; Menswear,5% Cashback,,,https://www.topcashback.com.au/mosmann-australia/
Mossman Clothing,Fashion,5% Cashback,,,https://www.topcashback.com.au/mossman-clothing/
Mountain Designs,Fashion; Menswear,3% Cashback,,,https://www.topcashback.com.au/mountain-designs/
Mountain Warehouse,Cyclingtest; Footwear; Fashion; Menswear,4% Cashback,,,https://www.topcashback.com.au/mountain-warehouse/
Mountfords Shoes,Footwear; Fashion,Up to 6% Cashback,Online Purchase: 6%; Listed Coupon Use: 2.5%,,https://www.topcashback.com.au/mountfords-shoes/
Mowrator,Garden,6% Cashback,,,https://www.topcashback.com.au/mowrator/
Mr Roses,Gifts,10% Cashback,,,https://www.topcashback.com.au/mr-roses/
Mr Vitamins,Health and Beauty; Nutrition and Supplements,4% Cashback,,,https://www.topcashback.com.au/mr-vitamins/
Muscle Nation,Activewear; Accessories; Health and Beauty; Fashion; More Shopping; Menswear; Nutrition and Supplements,6% Cashback,,,https://www.topcashback.com.au/muscle-nation/
Mustard Made,Furniture; Interior Decor; Home and Garden,6% Cashback,,,https://www.topcashback.com.au/mustard-made/
Mwave,Electricals; Laptops and Computers; Home and Garden,1% Cashback,,,https://www.topcashback.com.au/mwave/
My Muscle Chef,Food; Food and Drinks,Up to 6% Cashback,New Customers: 6%; Existing Customers: 3%,,https://www.topcashback.com.au/my-muscle-chef/
My Perfume Shop,Fragrances; Health and Beauty,6.5% Cashback,,,https://www.topcashback.com.au/my-perfume-shop/
My Royal Comfort,Furniture; Interior Decor; Home and Garden,9% Cashback,,,https://www.topcashback.com.au/my-royal-comfort/
MyBag,Jewellery,Up to 8% Cashback,Purchases using a coupon code: 2%; Existing Customer Purchase: 5%; New Customer Purchase: 8%,,https://www.topcashback.com.au/mybag/
myBrainCo,Health and Beauty; Nutrition and Supplements,12.8% Cashback,,,https://www.topcashback.com.au/mybrainco/
mycar,Cars and Bikes; More Shopping,Up to 5% Cashback,"Standard Online Purchase: 4%; Continental, Kumho & Pirelli Tyres: 5%",,https://www.topcashback.com.au/mycar/
Myer,Activewear; Body and Hair; Cosmetics; Fragrances; Cyclingtest; Gifts; Footwear; Furniture; Interior Decor; Kidswear; Credit Rating; Health and Beauty; Lingerie; Fashion; More Shopping; Home and Garden; Menswear,Up to 6.2% Cashback,"Menswear; Womenswear; Footwear; Accessories; Active: 6.2%; Beauty & Cosmetics (excludes CHANEL, Dior, Hermes, Aesop): 5%; All Other Purchases (including Marketplace, see terms): 2.5%; Childrenswear; Toys; Entertainment; Home; Concessions: 2.5%",,https://www.topcashback.com.au/myer/
MyHomeware,Home and Garden,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3%,,https://www.topcashback.com.au/myhomeware/
MyHouse,Home Appliances; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/myhouse/
Myprotein,Accessories; Food and Drinks; Health and Beauty; Fashion; Nutrition and Supplements,8% Cashback,,yes,https://www.topcashback.com.au/myprotein/
MyTopia,Furniture; Home Appliances; Health and Beauty; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/mytopia/
N-Essentials,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/n-essentials/
NAJO,Accessories; Jewellery; Fashion,5% Cashback,,,https://www.topcashback.com.au/najo/
NAK Hair,Body and Hair; Cosmetics; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/nak-hair/
Naked Wines,Alcohol; Food and Drinks,$20 Cashback,,,https://www.topcashback.com.au/naked-wines/
Nap Loungewear,Fashion,10% Cashback,,,https://www.topcashback.com.au/nap-loungewear/
NatPat,Health and Beauty,20% Cashback,,,https://www.topcashback.com.au/natpat/
Nautica,Footwear; Kidswear; Fashion; Menswear,Up to 4% Cashback,Full Price items: 4%; Sale items: 3%,,https://www.topcashback.com.au/nautica/
Nerdywave,Fashion,12% Cashback,,,https://www.topcashback.com.au/nerdywave/
NET-A-PORTER,Accessories; Gifts; Footwear; Health and Beauty; Luxury; Fashion; Home and Garden,Up to 10% Cashback,Beauty: 4%; Fine Jewellery & Fine Watches items: 1%; Use of Coupon (must be listed on TopCashback): 3%; Other Full Price Items: 3%; Sale and Clearance Items: 1%; Existing Customers: 3%; New Customers: 10%,yes,https://www.topcashback.com.au/net-a-porter/
New Balance,Footwear; Fashion,2% Cashback,,,https://www.topcashback.com.au/new-balance/
New Era Cap,Accessories,2% Cashback,,,https://www.topcashback.com.au/new-era-cap/
New World Supermarket (NZ),Food; Food and Drinks,Up to 2% Cashback,New Customers: 2%; Existing Customers: 1%,,https://www.topcashback.com.au/new-world-nz/
Newchic,Accessories; Footwear; Fashion; Home and Garden; Menswear,14% Cashback,,,https://www.topcashback.com.au/newchic/
Newentor,Furniture; Home and Garden,15% Cashback,,,https://www.topcashback.com.au/newentor/
Niccolo Hotels,Accommodation,5% Cashback,,,https://www.topcashback.com.au/niccolo-hotels/
Nixon,Accessories; Jewellery; Fashion,1% Cashback,,,https://www.topcashback.com.au/nixon/
NNE Furniture,Furniture,10% Cashback,,,https://www.topcashback.com.au/nne-furniture/
Noni B,Kidswear; Health and Beauty; Fashion; Home and Garden,Up to 5% Cashback,Noni B Branded Items: 5%; Other Purchases: 2%,,https://www.topcashback.com.au/noni-b/
NOOD,Lingerie; Fashion,Up to 6% Cashback,New Customers: 6%; Existing Customers: 2%,,https://www.topcashback.com.au/nood/
Noracora,Fashion,13% Cashback,,,https://www.topcashback.com.au/noracora/
NordicTrack,Electricals; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/nordictrack/
NordVPN,Credit Rating; More Shopping,50% Cashback,,,https://www.topcashback.com.au/nord-vpn/
Nourished Life,Body and Hair; Health and Beauty; Fashion; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/nourished-life/
Novo Shoes,Footwear; Fashion,8% Cashback,,yes,https://www.topcashback.com.au/novo-shoes/
Nude by Nature,Body and Hair; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/nude-by-nature/
Nude Lucy,Accessories; Fashion,Up to 4% Cashback,Full Price Items: 4%; Sale Items: 1%,,https://www.topcashback.com.au/nude-lucy/
Nugnes 1920,Fashion,6% Cashback,,,https://www.topcashback.com.au/nugnes-1920/
Number One Shoes + Hannahs (NZ),Footwear; Fashion,8% Cashback,,,https://www.topcashback.com.au/number-one-shoes-nz/
Nursely Store,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/nursely-store/
NZGameShop,New Zealand Brands,2% Cashback,,,https://www.topcashback.com.au/nzgameshop/
Oakley,Activewear; Accessories; Fashion; Menswear,Up to 8% Cashback,Online Purchase (excluding Oakley Meta HSTN): 8%; Oakley Meta HSTN: 6%,,https://www.topcashback.com.au/oakley/
Oaks Hotels,Accommodation,5% Cashback,,,https://www.topcashback.com.au/oaks-hotels/
Off-White,Accessories; Footwear; Kidswear; Fashion; Menswear,5% Cashback,,,https://www.topcashback.com.au/off-white-/
Oil Garden,Health and Beauty; Nutrition and Supplements,10% Cashback,,,https://www.topcashback.com.au/oil-garden/
Okada Manilla,Accommodation,6% Cashback,,,https://www.topcashback.com.au/okada-manilla/
Olight,Electricals; Home Appliances; Interior Decor; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/olight/
Olive Young,Body and Hair; Cosmetics; Eyecare; Fragrances; Health and Beauty,4% Cashback,,,https://www.topcashback.com.au/olive-young/
Oluxury,Footwear; Jewellery; Luxury,8% Cashback,,,https://www.topcashback.com.au/oluxury/
Omio,Flights,Up to 6% Cashback,Trains & Ferries: 6%; Buses: 5%; Flights: 3%,,https://www.topcashback.com.au/omio/
On Trend Beauty,Cosmetics; Fragrances; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/on-trend-beauty/
One V Salon,Cosmetics; Eyecare; Health and Beauty,10% Cashback,,yes,https://www.topcashback.com.au/one-v-salon/
Onebed,Furniture; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/onebed/
OneBioShop,Body and Hair; Cosmetics; Eyecare; Fragrances; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/onebioshop/
onefinestay,Holidays,2.75% Cashback,,,https://www.topcashback.com.au/onefinestay/
OnePass Mobile,Contracts and PAYG; Mobile Phones,5% Cashback,,,https://www.topcashback.com.au/onepass-mobile/
Ooni,Electricals; Home Appliances,6% Cashback,,,https://www.topcashback.com.au/ooni/
Optislim,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/optislim/
Optus,Contracts and PAYG; Mobile Phones,Up to $100 Cashback,5G Home Internet: $100; NBN Home Internet: $90; Postpaid Mobile (Device & SIM Plans): $70; Postpaid Mobile (SIM Only Plans): $40,,https://www.topcashback.com.au/optus-mobile/
Organics on a Budget,Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/organics-on-a-budget/
Origin Mattress,Furniture; Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/origin-mattress/
Original Mattress & Furniture,Furniture; Interior Decor; Home and Garden,Up to 8% Cashback,Original Mattress Factory Branded Products: 8%; All Other Products: 3%,,https://www.topcashback.com.au/original-mattress-and-furniture/
Orlando Vacation,Holidays,Up to 5% Cashback,Hotel Bookings: 5%; Tickets: 1.5%,,https://www.topcashback.com.au/orlando-vacation/
Oroton,Accessories; Fashion,Up to 7% Cashback,Online Purchase - New Customer: 7%; Online Purchase - Existing Customer: 4.5%,,https://www.topcashback.com.au/oroton/
Otterbox,Accessories; Mobile Phones; Fashion,Up to 6% Cashback,New Customers: 6%; Existing customers: 4%,,https://www.topcashback.com.au/otterbox/
Outbax,Electricals; Home and Garden,Up to 7% Cashback,New Customers: 7%; Existing Customers: 5%; Listed Coupon Use: 2.5%,,https://www.topcashback.com.au/outbax/
Oxford Shop,Accessories; Footwear; Fashion; Menswear,6% Cashback,,,https://www.topcashback.com.au/oxford-shop/
Oz Hair and Beauty,Body and Hair; Fragrances; Gifts; Credit Rating; Health and Beauty; More Shopping,Up to 15% Cashback,"Orders $120 or more (all customers, excludes hair appliances): 15%; Orders $120 or less (new customers, excludes hair appliances): 6%; Orders $120 or less (existing customers, excludes hair appliances): 4%",yes,https://www.topcashback.com.au/oz-hair-and-beauty/
Oz Smart Things,Electricals; Home and Garden,7% Cashback,,,https://www.topcashback.com.au/oz-smart-things/
Ozdingo Shopping,Marketplace,10% Cashback,,,https://www.topcashback.com.au/ozdingo-shopping/
OzMobiles,Contracts and PAYG; Electricals; Laptops and Computers; Mobile Phones; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/ozmobiles/
Ozmosis,Kidswear; Fashion,7% Cashback,,,https://www.topcashback.com.au/ozmosis/
OZtrail,Home and Garden,Up to 5% Cashback,New Customers: 5%; Existing Customers: 2%,,https://www.topcashback.com.au/oztrail/
P.E Nation,Activewear; Fashion; Menswear,Up to 12% Cashback,New Customers: 12%; Existing Customers: 6%,,https://www.topcashback.com.au/pe-nation/
Pace Athletic,Activewear,4% Cashback,,,https://www.topcashback.com.au/pace-athletic/
Pandora,Jewellery; Fashion,5% Cashback,,,https://www.topcashback.com.au/pandora-au/
Panmi,Electricals; Home and Garden,2% Cashback,,,https://www.topcashback.com.au/panmi/
Panzera Watches,Accessories; Jewellery,2% Cashback,,,https://www.topcashback.com.au/panzera-watches/
Papinelle Sleepwear,Fashion,2% Cashback,,,https://www.topcashback.com.au/papinelle-sleepwear/
Papique,Fragrances; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/papique/
Paris Georgia,Fashion,Up to 8% Cashback,New Customer: 8%; Existing Customer: 5%; Sale Item: 5%,,https://www.topcashback.com.au/paris-georgia/
Paris Saint-Germain Store,Activewear,2% Cashback,,,https://www.topcashback.com.au/paris-saint-germain-store/
ParkBooker,Accommodation; Holidays,$20 Cashback,,,https://www.topcashback.com.au/parkbooker/
Pashion Foorwear,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/pashion-foorwear/
PatPat,Kidswear; Fashion,5% Cashback,,,https://www.topcashback.com.au/patpat/
Patricks,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/patricks/
Paula's Choice,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/paulas-choice/
PC Case Gear,Delivery Services; Electricals; Home and Garden,1% Cashback,,,https://www.topcashback.com.au/pc-case-gear/
Peak Chocolate,Food; Food and Drinks,32% Cashback,,,https://www.topcashback.com.au/peak-chocolate/
Pedro Shoes,Footwear; Fashion,7% Cashback,,,https://www.topcashback.com.au/pedro-shoes/
Perfect Moment,Activewear; Fashion,3% Cashback,,,https://www.topcashback.com.au/perfect-moment/
Perfumes Club,Fragrances; Health and Beauty,Up to 3% Cashback,,,https://www.topcashback.com.au/perfumes-club/
Pergolux,Home and Garden,1% Cashback,,,https://www.topcashback.com.au/pergolux/
Perri Cutten,Fashion,Up to 7% Cashback,New Customers: 7%; Existing Customers: 3%,,https://www.topcashback.com.au/perri-cutten/
Pet Circle,Credit Rating; More Shopping,Up to 6% Cashback,New Customers: 6%; Existing Customers: 1.5%,,https://www.topcashback.com.au/pet-circle/
Petal & Pup,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/petal-and-pup/
Petals Network,Gifts,15% Cashback,,,https://www.topcashback.com.au/petals-network/
Petals Network (NZ),New Zealand Brands,15% Cashback,,,https://www.topcashback.com.au/petals-network-nz/
Petbarn,Credit Rating; More Shopping,Up to 8% Cashback,"Non-Food (New Petbarn Customers): 8%; Non-Food (Existing Petbarn Customers): 2%; Food Brands: Providore, ProBalance, Leaps & Bounds, The Nosh Project: 2%; Food Brands: All Others (including wormers & chews): 1%",,https://www.topcashback.com.au/petbarn/
Peter Jackson,Fashion; Menswear,3% Cashback,,,https://www.topcashback.com.au/peter-jackson/
PetPost,Credit Rating; More Shopping,18% Cashback,,yes,https://www.topcashback.com.au/petpost/
PetsOnMe Pet Insurance,Insurance; Landlord Insurance,$50 Cashback,,,https://www.topcashback.com.au/petsonme-pet-insurance/
Petstock,Credit Rating; More Shopping,4% Cashback,,,https://www.topcashback.com.au/petstock/
Philips,Electricals; Home Appliances; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/philips/
Philips Hue,Electricals; Home Appliances; Home and Garden,20% Cashback,,yes,https://www.topcashback.com.au/philips-hue/
Phonebot,Electricals; Laptops and Computers; Mobile Phones; Home and Garden,1% Cashback,,,https://www.topcashback.com.au/phonebot/
Pillow Talk,Furniture; Interior Decor; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/pillow-talk/
Pit Viper,Activewear,6% Cashback,,,https://www.topcashback.com.au/pit-viper/
Pizza Hut,Food; Food and Drinks,Up to 7% Cashback,New Customers: 7%; Existing Customers: 2%,,https://www.topcashback.com.au/pizza-hut/
Planet Fitness,Health and Beauty,$20 Cashback,,,https://www.topcashback.com.au/planet-fitness/
Platypus (NZ),New Zealand Brands,Up to 5% Cashback,Sale Items up to 70% off (higher discounts ineligible): 3%; Full Price Items: 5%,,https://www.topcashback.com.au/platypus-nz/
Platypus Shoes,Footwear; Fashion,Up to 6% Cashback,Full Price Items: 6%; Sale Items up to 70% off (higher discounts ineligible): 3%,,https://www.topcashback.com.au/platypus-shoes/
PLAUD,Electricals; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/plaud/
Polished London,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/polished-london/
POLITIX,Fashion; Menswear,5% Cashback,,,https://www.topcashback.com.au/politix/
Posse,Accessories; Fashion,7% Cashback,,,https://www.topcashback.com.au/posse/
PrettyLittleThing,Fashion,Up to 6% Cashback,New Customers: 6%; Existing Customers: 3%,,https://www.topcashback.com.au/prettylittlething/
Price Attack,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/price-attack/
Price Rite Mart,Fragrances; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/price-rite-mart/
Priceline Pharmacy,Health and Beauty,2.5% Cashback,,,https://www.topcashback.com.au/priceline-pharmacy/
Princess Cruises,Holidays,3% Cashback,,,https://www.topcashback.com.au/princess-cruises/
Princess Highway,Kidswear; Fashion,7% Cashback,,,https://www.topcashback.com.au/princess-highway/
Princess Polly,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/princess-polly/
Printcious,Gifts,27% Cashback,,,https://www.topcashback.com.au/printcious/
Private Internet Access,More Shopping,90% Cashback,,yes,https://www.topcashback.com.au/private-internet-access/
Prolon,Food and Drinks; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/prolon/
Proviz,Activewear,6% Cashback,,,https://www.topcashback.com.au/proviz/
PTC Shop,Mobile Phones,15% Cashback,,,https://www.topcashback.com.au/ptc-shop/
Pulse Charge,Electricals; Home and Garden,Up to 8% Cashback,New Customers: 8%; Existing Customers: 3%,,https://www.topcashback.com.au/pulse-charge/
PUMA,Activewear; Accessories; Cyclingtest; Footwear; Kidswear; Fashion; Menswear,14% Cashback,,yes,https://www.topcashback.com.au/puma/
Pump Haircare,Body and Hair; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/pump-haircare/
Pure Milford,Experiences,8% Cashback,,,https://www.topcashback.com.au/pure-milford/
PureVPN,Credit Rating; More Shopping,50% Cashback,,,https://www.topcashback.com.au/purevpn/
Purple CV,Home and Garden,3% Cashback,,,https://www.topcashback.com.au/purple-cv/
Qatar Airways,Flights,2% Cashback,,,https://www.topcashback.com.au/qatar-airways/
Qathu,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/qathu/
QBD Books,Books Magazines,6% Cashback,,,https://www.topcashback.com.au/qbd-books/
QT Hotels & Resorts,Accommodation,1.5% Cashback,,,https://www.topcashback.com.au/qt-hotels-and-resorts/
Quest Hotels & Resorts,Accommodation,5% Cashback,,,https://www.topcashback.com.au/quest-hotels-and-resorts/
Quicklens,Eyecare; Health and Beauty,Up to 10% Cashback,New Quicklens Customer: 10%; Existing Quicklens Customer: 5%,,https://www.topcashback.com.au/quicklens/
Quicklens (NZ),New Zealand Brands,Up to 10% Cashback,New Quicklens Customer: 10%; Existing Quicklens Customer: 5%,,https://www.topcashback.com.au/quicklens-nz/
Quiksilver,Fashion,Up to 8% Cashback,Online Purchase: 8%; Listed Coupon Use: 5%,,https://www.topcashback.com.au/quiksilver/
Qustodio,Electricals; Mobile Phones,5% Cashback,,,https://www.topcashback.com.au/qustodio/
Raco,Home and Garden,7% Cashback,,,https://www.topcashback.com.au/raco/
Radisson Hotels,Accommodation,12% Cashback,,yes,https://www.topcashback.com.au/radisson-hotels-au/
Rakuten Kobo,Books Magazines,Up to 10% Cashback,Device Accessories: 10%; Kobo eReaders: 5%; Gift Card Purchase: 5%; All Other Products: 1%; New Customers Completed Kobo Plus Trial: $1,,https://www.topcashback.com.au/rakuten-kobo/
Ray-Ban,Fashion,Up to 8% Cashback,Online Purchase (excluding Meta Products): 8%; Meta Products: 6%,,https://www.topcashback.com.au/ray-ban/
Rboutique,Fashion,6% Cashback,,,https://www.topcashback.com.au/rboutique/
RC & Co,Fashion,10% Cashback,,,https://www.topcashback.com.au/rc-and-co/
RECESS,Furniture; Home and Garden,6% Cashback,,,https://www.topcashback.com.au/recess/
Red Rat Clothing (NZ),Accessories; Footwear; Kidswear; New Zealand Brands,8% Cashback,,,https://www.topcashback.com.au/red-rat-clothing-nz/
RedBalloon,Experiences; Holidays,5% Cashback,,,https://www.topcashback.com.au/redballoon/
Redbubble,Marketplace,2% Cashback,,,https://www.topcashback.com.au/redbubble/
Redefining Beauty,Cosmetics; Health and Beauty,Up to 30% Cashback,Redefining Beauty Own Brand Products: 30%; Other Brands: 10%,,https://www.topcashback.com.au/redefining-beauty/
Reebok,Activewear; Accessories; Gifts; Footwear; Kidswear; Fashion; Menswear,4% Cashback,,,https://www.topcashback.com.au/reebok/
Reiss,Fashion,6% Cashback,,,https://www.topcashback.com.au/reiss/
RELIQUIA,Jewellery; Fashion,10% Cashback,,,https://www.topcashback.com.au/reliquia/
Remarkable Outdoor Living,Furniture; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/remarkable-outdoor-living/
Remedy Drinks,Food and Drinks; Gifts,8% Cashback,,,https://www.topcashback.com.au/remedy-drinks/
Renogy,Electricals; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/renogy/
Renovator Store,Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/renovator-store/
Reolink,Diy; Electricals; Home Appliances; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/reolink/
Resident Hotels,Accommodation,3% Cashback,,,https://www.topcashback.com.au/resident-hotels/
ResMed,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/resmed/
RespectHealth,Health and Beauty,4% Cashback,,,https://www.topcashback.com.au/respecthealth/
Review,Accessories; Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/review/
Ride Electric,Cars and Bikes,6% Cashback,,yes,https://www.topcashback.com.au/ride-electric/
RingConn,Electricals; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/ringconn/
Rinkit,Garden; Furniture; Interior Decor; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/rinkit/
Rip Curl,Activewear; Fashion,5% Cashback,,,https://www.topcashback.com.au/rip-curl/
Rivercity House and Home,Furniture; Home Appliances; Home and Garden,Up to 7% Cashback,Online Purchase: 7%; Purchase with a Coupon Code: 4%,,https://www.topcashback.com.au/rivercity-house-and-home/
Rivers,Accessories; Fashion,Up to 5% Cashback,Rivers Brand Products: 5%; All Other Products: 2%,,https://www.topcashback.com.au/rivers/
ROA Hiking,Footwear; Fashion,15% Cashback,,yes,https://www.topcashback.com.au/roa-hiking/
Robins Kitchen,Electricals; Home Appliances; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/robins-kitchen/
Roborock Official,Electricals; Home Appliances; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/roborock/
Rockmans,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/rockmans/
Rockport,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/rockport/
Rockwear,Activewear; Fashion,3% Cashback,,,https://www.topcashback.com.au/rockwear/
Rolla's Jeans,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/rollas-jeans/
Rollie Nation,Footwear; Fashion,Up to 10% Cashback,New Customers: 10%; Existing Customers: 8%,,https://www.topcashback.com.au/rollie-nation/
Roses Only,Gifts; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/roses-only/
Roxy Australia,Fashion,Up to 8% Cashback,Online Purchase: 8%; Listed Coupon Use: 5%,,https://www.topcashback.com.au/roxy-australia/
Ruggable,Furniture; Interior Decor; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/ruggable/
RunDNA,Activewear,7% Cashback,,,https://www.topcashback.com.au/rundna/
Running Bare,Activewear; Fashion,5% Cashback,,,https://www.topcashback.com.au/running-bare/
Rusty,Kidswear; Fashion,8% Cashback,,,https://www.topcashback.com.au/rusty/
Rydges Hotels & Resorts,Accommodation,2.5% Cashback,,,https://www.topcashback.com.au/rydges-hotels-and-resorts/
SABA,Fashion; Menswear,5% Cashback,,,https://www.topcashback.com.au/saba/
SABEN,Accessories,5% Cashback,,,https://www.topcashback.com.au/saben/
Sabo,Fashion,3% Cashback,,,https://www.topcashback.com.au/sabo/
Saily eSIM,Contracts and PAYG; Mobile Phones,20% Cashback,,,https://www.topcashback.com.au/saily-esim/
Salt & Pepper,Furniture; Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/salt-and-pepper/
Salvarity,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/salvarity/
Samsonite,Accessories; Luxury; Fashion,5% Cashback,,,https://www.topcashback.com.au/samsonite/
Samsung,Contracts and PAYG; Electricals; Home Appliances; Laptops and Computers; Mobile Phones; Home and Garden,Up to 8% Cashback,"Mobiles: 8%; Watch/Buds/Ring/Tablet: 8%; TVs & Soundbars: 8%; Home Appliances - Fridges, Washers/Dryers, Dishwashers, Stick Vacs, Ovens, Aircon: 8%; PC Monitors: 8%; Accessories: 2%; Other: 2%; Purchases via Samsung's AU Education Store: 2%",yes,https://www.topcashback.com.au/samsung/
Sand&Sky,Body and Hair; Cosmetics; Eyecare; Health and Beauty,2% Cashback,,,https://www.topcashback.com.au/sand-and-sky/
Sarah's Flowers,Gifts,10% Cashback,,,https://www.topcashback.com.au/sarahs-flowers/
Sarova Hotels & Resorts,Accommodation,6% Cashback,,,https://www.topcashback.com.au/sarova-hotels-and-resorts/
Sasa,Health and Beauty,Up to 10% Cashback,New Customers: 10%; Existing Customers: 5%,,https://www.topcashback.com.au/sasa/
Sass Clothing,Fashion,10% Cashback,,,https://www.topcashback.com.au/sass-clothing/
Sassy Organics,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/sassy-organics/
Saucony,Footwear; Fashion,Up to 5% Cashback,Full Price Items: 5%; Sale Items (see terms): 3%,,https://www.topcashback.com.au/saucony/
SAVAIT,Fashion,2.5% Cashback,,,https://www.topcashback.com.au/savait/
